"Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"Response_Chen",-0.462216905259766,0.277811922780091,-1.00671826838457,0.082284457865034,0.0961571330334132,0,0.851934014847302,0.412821757141604
"Tcells_Danaher",-0.330325903743736,0.200175138113453,-0.722661965046435,0.0620101575589627,0.0989052126485092,0,0.687114038637952,0.412821757141604
"CellCycle_Reg",-0.577101791603524,0.359022866696953,-1.28077367995588,0.126570096748829,0.107961499245913,0.0391230374324252,0.353201709636092,0.431845996983654
"TIS_Damotte",-0.368618896812864,0.233784574622791,-0.826828243214551,0.0895904495888223,0.11485397747691,0,0.518947434574549,0.441039273511333
"Co-Inhibition-Tcell_Rooney",-0.368673379293557,0.237341505515749,-0.833854182140939,0.0965074235538258,0.120340595758867,0,0.770763998734913,0.441039777998054
"Tcells_Bindea",-0.331111767020027,0.215283698296101,-0.753060062138972,0.090836528098917,0.124042437561953,0,0.863379665333231,0.441039777998054
"ImmuneScore_Roh",-0.37361923056616,0.245974113442553,-0.855719634042733,0.108481172910412,0.128778304802469,0,0.643928659975481,0.441525616465607
"Blood_Friedlander",-0.615650956380979,0.430842436097941,-1.46008661414444,0.228784701382484,0.153019500716346,0,0.500389876860517,0.453253459568865
"CellCycle",-0.594145247895426,0.423391335719328,-1.42397701727162,0.235686521480764,0.16052726693064,0,0.956064111303301,0.453253459568865
"CYT_Davoli",-0.290866124091105,0.20490571036375,-0.69247393663065,0.110741688448441,0.155749787564776,0,0.530244751784341,0.453253459568865
"IPSOV_Shen",-1.44134171567397,1.00836941476696,-3.41770945172894,0.535026020381006,0.152895430593443,0,0.647607706671951,0.453253459568865
"peri-Tcell_Hwang",-0.611737705477237,0.432766951952593,-1.4599453450035,0.23646993404902,0.157494084023752,0,0.893962540453473,0.453253459568865
"TMEscoreB_plus",0.631306843681108,0.436979364303117,-0.22515697234021,1.48777065970243,0.148540397576418,0.229991896117409,0.272889690205819,0.453253459568865
"Bcell_Budczies",-0.32775568985432,0.242803333883396,-0.80364147959203,0.14813009988339,0.177054047889487,0.260994132709762,0.255109656663439,0.47119998642578
"Bcell_Helmink",-0.924351349861938,0.697648111907053,-2.29171652308213,0.443013823358255,0.185186554537823,0.537637808747101,0.0901203185952995,0.47119998642578
"Cytotoxic-cells_Danaher",-0.264607246963938,0.210088880314257,-0.676373885932227,0.147159392004351,0.207849270980944,0,0.636239992368882,0.47119998642578
"ICB-resistance_Peng",-0.392672464684461,0.304616985408162,-0.989710785163622,0.2043658557947,0.197373926253934,0,0.986497115003903,0.47119998642578
"MHC-I_Liu",-0.488154111979726,0.385402153778773,-1.24352845295029,0.267220228990837,0.205294877134528,0,0.488205358148648,0.47119998642578
"PTEN-MITF_Cabrita",-0.248193696303588,0.191010495523914,-0.622567388199607,0.126179995592432,0.193816283936675,0,0.991474161784983,0.47119998642578
"Tcell-inflamed_Ayers",-0.318633375933928,0.242495494192784,-0.793915810965026,0.156649059097169,0.188854119286672,0,0.423632219673698,0.47119998642578
"TLS_Cabrita",-0.350165775378667,0.269469659723335,-0.878316603362666,0.177985052605333,0.193785181361356,0,0.692795505289557,0.47119998642578
"TMEscoreA_plus",-0.321569232462995,0.257119501352946,-0.825514194837666,0.182375729911676,0.211058327253214,0,0.707034274837919,0.47119998642578
"STAT1_Care",-0.278253779884821,0.225416548979349,-0.720062097403654,0.163554537634011,0.217054563444768,0,0.806283625960585,0.473573592970403
"CYT_Rooney",-0.261753094041793,0.228857590610286,-0.710305729226566,0.18679954114298,0.252732361526169,0,0.40681493112744,0.527441450141571
"Inflammatory_Thompson",-0.247225593602486,0.214504265790403,-0.667646229081883,0.17319504187691,0.249097620785061,0,0.472510950975228,0.527441450141571
"CIN25_Carter",-0.247819005983538,0.228347207339593,-0.695371308339441,0.199733296372366,0.27780086289623,0,0.851276511624598,0.567423039107194
"CIN70_Carter",-0.263679453291785,0.248949054464075,-0.751610634026673,0.224251727443102,0.289522212715101,0,0.815758207565658,0.579044425430202
"IPS_Charoentong",0.111620818401344,0.109114475204935,-0.102239623192318,0.325481259995006,0.30632210104422,0,0.955034413982794,0.585966605851881
"NonResponse_Chen",-0.267949807571221,0.264639440385953,-0.786633579616523,0.250733964474082,0.311294759358812,0,0.994454939670726,0.585966605851881
"Teff-IFNG_Fehrenbacher",-0.207422898106989,0.202395182257122,-0.604110165975369,0.18926436976139,0.305438177265282,0,0.519144450904887,0.585966605851881
"TypeII-IFNReponse_Rooney",0.219400242424517,0.22720182172676,-0.225907145381823,0.664707630230856,0.334213170836004,0.327696152705241,0.225954258909065,0.617008930774162
"DDR",-0.428433831762341,0.452726336615163,-1.31576114638082,0.458893482856136,0.343974307451774,0,0.884223338383985,0.623047802176798
"Cytotoxic-cells_Bindea",-0.382239185963474,0.43426492903317,-1.23338280661733,0.468904434690382,0.378751976993896,0.538119589584387,0.114742752038516,0.626899823989897
"KDM5A_Wang",0.282406353945536,0.307532105003322,-0.320345495950764,0.885158203841836,0.358462470749068,0,0.701405650932611,0.626899823989897
"proliferation_Pabla",-0.122195759908855,0.134191931541336,-0.385207112745737,0.140815592928028,0.36250386468107,0,0.933814337336891,0.626899823989897
"TAM_Peng",-0.368734748376651,0.414683095428377,-1.18149868041386,0.444029183660553,0.373897494772119,0,0.749701457344488,0.626899823989897
"Tcell-regulatory_Peng",-0.432999908761425,0.479807982061518,-1.37340627309684,0.507406455573991,0.3668209745493,0,0.902081680619048,0.626899823989897
"CD8_Rooney",-0.169961462302455,0.199829943672643,-0.561620954933503,0.221698030328592,0.395030209683266,0,0.614757842398733,0.638174697442475
"CD8_Tcells_Danaher",-0.159490205275318,0.190437123337299,-0.532740108335837,0.2137596977852,0.402314189585497,0,0.766795568074345,0.638174697442475
"T-helper-cells_Bindea",-0.30587199009076,0.367711248679324,-1.02657279421249,0.414828814030966,0.405506838999906,0,0.576163048865513,0.638174697442475
"Teff_McDermott",-0.166008666970143,0.203534460886709,-0.564928879920869,0.232911545980583,0.414712194445317,0,0.635319484770294,0.642135010754039
"M1_Hwang",-0.375309185318788,0.472441970923046,-1.30127843311308,0.550660062475502,0.426961022973075,0,0.757217398105595,0.650607273101829
"Co-Stimulation-Tcell_Rooney",-0.172084941052966,0.233742444507442,-0.630211713945905,0.286041831839972,0.46159922138002,0,0.518390612094039,0.671417049280029
"PDL1_Nishino",-0.15476636136829,0.20658145538382,-0.559658573794446,0.250125851057865,0.453749694516649,0,0.663094956262237,0.671417049280029
"VIGex_Hernando-Calvo",-0.158278402839755,0.212010959520049,-0.57381224782683,0.25725544214732,0.455330622631458,0,0.45191601343939,0.671417049280029
"C-ECM_Chakravarthy",0.298036639170301,0.419431360442989,-0.524033721284596,1.1201069996252,0.477348821617773,0,0.883326066640896,0.677039903278906
"Co-Stimulation-APC_Rooney",-0.195578821413449,0.29825685981292,-0.780151524788783,0.388993881961885,0.511991711851259,0,0.868112988384683,0.677039903278906
"EMT1",0.287512755818846,0.416233954656516,-0.528290804450604,1.10331631608829,0.489723942999695,0,0.816303869319873,0.677039903278906
"Homologous_recombination",-0.231389177614422,0.355255544861028,-0.92767725085019,0.464898895621346,0.514832426451668,0,0.896823060159052,0.677039903278906
"iDC_Bindea",-0.268331314699015,0.40386586096916,-1.05989385678383,0.523231227385799,0.506429838625087,0,0.519518792521206,0.677039903278906
"IPRES_Hugo",0.421706590555368,0.632520454212439,-0.818010719185929,1.66142390029666,0.504958522744494,0,0.753316012794066,0.677039903278906
"Tcell-accumulation_Peng",-0.368111529730569,0.539811864045741,-1.42612334168765,0.689900282226516,0.49528599642962,0.505145109356025,0.132550123235642,0.677039903278906
"CD8_Sade-Feldman ",-0.248122810045782,0.462826456099636,-1.15524599509338,0.659000375001814,0.591887130282312,0.219840065897178,0.277540486434782,0.735023816861828
"EMT_Thompson",0.176623802387085,0.334247978655391,-0.478490197682793,0.831737802456963,0.597206851200235,0,0.840777067825956,0.735023816861828
"NK-cells_Rooney",-0.148749275691389,0.276469394485977,-0.690619331711499,0.393120780328722,0.590555220226727,0.311705278403967,0.233898971758983,0.735023816861828
"Nucleotide-excision-repair",-0.214577986784691,0.398428675832813,-0.995483841824989,0.566327868255606,0.590190079914204,0,0.83855548225894,0.735023816861828
"TypeI-IFNReponse_Rooney",-0.133654478175331,0.238596903068356,-0.601295815012104,0.333986858661442,0.575364485309955,0,0.744419050084847,0.735023816861828
"GPAGs",-0.226913605142409,0.466548012825458,-1.14133090733904,0.68750369705422,0.626706910834927,0,0.376864834574015,0.753172933667055
"TFH_Bindea",-0.198914382570469,0.410094323699758,-1.0026844872863,0.604855722145367,0.627644111389212,0.410343805189336,0.183433423462431,0.753172933667055
"EMTstroma_Wang",-0.139954929913923,0.295392562751359,-0.718913714207574,0.439003854379729,0.635647523342239,0.184322658351328,0.293471436554925,0.753360027664876
"Tcell-exclusion_Arnon",-0.148968661742908,0.340128258736748,-0.815607798991256,0.51767047550544,0.661402301262325,0,0.705759652383787,0.774324645380283
"IMS_Cui",-0.113547305335976,0.278232169179652,-0.658872336268548,0.431777725596597,0.683198262397364,0,0.721375527552039,0.780798014168416
"Macrophages_Bindea",-0.139615082019111,0.338136678189094,-0.802350793121745,0.523120629083524,0.679683244899399,0,0.516770943109077,0.780798014168416
"DNA_replication",-0.107037218097592,0.292322612721284,-0.679979010897958,0.465904574702774,0.714244742999613,0,0.803529908509199,0.798703592689109
"PPAGs",0.156058271453591,0.428175861497619,-0.683150996131153,0.995267539038334,0.715505301783994,0.56721993937029,0.0991974969740058,0.798703592689109
"SW480-cells_Bindea",0.321403190939455,0.914752850436942,-1.4714794506723,2.11428583255121,0.725321871105513,0.658497153083431,0.0534914593873026,0.800355168116429
"CD8_Tcells_Bindea",-0.213915946373806,0.654030529813853,-1.49579222959861,1.06796033685099,0.743612419454116,0.3578143902132,0.210729027861502,0.802098789523541
"EMT2",0.0848688412477933,0.258192173192172,-0.421178519298993,0.590916201794579,0.742379310153082,0,0.737387441453697,0.802098789523541
"Eosinophils_Bindea",0.160749016696407,0.546599316169194,-0.910565956969434,1.23206399036225,0.768689657932952,0,0.853559430453385,0.810925353423774
"Tcell-exhaustion_Peng",-0.135176669571834,0.458669174164571,-1.03415173175312,0.763798392609454,0.768211630324713,0.0270582092342465,0.357789405864029,0.810925353423774
"NK-cells_Danaher",-0.0480932162918288,0.192857520015741,-0.426087009670394,0.329900577086736,0.803073239158116,0,0.736340521343097,0.831100188834387
"TGFB_Mariathasan",-0.0444832040669879,0.180301522517882,-0.397867694559775,0.308901286425799,0.805128307933312,0,0.95697264434727,0.831100188834387
"CAF_Peng",0.0646468413861627,0.281241523090298,-0.486576414828011,0.615870097600337,0.81819872235622,0,0.592009541885851,0.835607205810608
"WNT_target",0.0887639586046803,0.449408940069386,-0.792061378261635,0.969589295470996,0.843426369368348,0.602691089411826,0.0807067365350034,0.852304541677488
"Neutrophils_Bindea",0.019595894902795,0.343523322780386,-0.653697445596289,0.692889235401879,0.954510260085995,0,0.600636337695054,0.954510260085995
