"Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"Cytotoxic-cells_Bindea",-0.169004449752289,0.365987423843962,-0.886326619281049,0.548317719776472,0.644241490936147,0,0.826019343002881,0.875943190638701
"Macrophages_Rooney",-0.229988497872442,0.531241121598555,-1.27120196331227,0.811224967567388,0.665067978077532,0.30905884505288,0.215453345784279,0.875943190638701
"PDL1_Nishino",-0.133650142808868,0.296408516385853,-0.71460015963609,0.447299874018355,0.652062735347703,0,0.976954043899493,0.875943190638701
"PPAGs",-0.455272339310825,1.02739849041352,-2.46893637829215,1.5583916996705,0.657670829630946,0.517022752776964,0.0817787586879535,0.875943190638701
"EMT3",0.319139067291737,0.763976856947354,-1.17822805734719,1.81650619193066,0.676141649993072,0.566446888949246,0.0556901701655129,0.878056142470419
"MDSC_Peng",0.295214897208805,0.722742775160475,-1.12133491219226,1.71176470660987,0.68293255525477,0.105327338304842,0.340309066536277,0.878056142470419
"Chemokine_Messina",-0.126693771547112,0.431524414667937,-0.972466082745997,0.719078539651773,0.769066757543821,0,0.652841413260247,0.907052179463057
"CRMA_Shukla",-0.305854075362239,1.05876238722581,-2.38099022251047,1.76928207178599,0.772674078801863,0.717260128386235,0.0291057396834824,0.907052179463057
"EMT1",0.198388492554758,0.597940562579225,-0.973553474996141,1.37033046010566,0.74005062271077,0,0.454502790048513,0.907052179463057
"EMT2",0.246890720067855,0.751996457171409,-1.22699525248982,1.72077669262553,0.742674505942176,0.641938950866591,0.0247050352884962,0.907052179463057
"iDC_Bindea",0.188793412241249,0.604968035501517,-0.996922149139672,1.37450897362217,0.754986022136255,0,0.8778730396346,0.907052179463057
"Mast-cells_Bindea",0.187424279220705,0.533300451131,-0.857825397935019,1.23267395637643,0.725256634338422,0,0.953862331484224,0.907052179463057
"NK-CD56-cells_Danaher",0.131449330388569,0.433850240200755,-0.718881515088962,0.981780175866101,0.761902671189109,0,0.880601281922302,0.907052179463057
"NK-cells_Rooney",-0.089585629228783,0.282243479036057,-0.64277268301074,0.463601424553174,0.75093594344746,0,0.538905194395188,0.907052179463057
"IMS_Cui",0.282556100021556,1.04200106301335,-1.75972845533706,2.32484065538017,0.786262741849924,0.70200348460973,0.00938374138990314,0.913079313116041
"Co-Stimulation-APC_Rooney",0.105975543870467,0.419417478189505,-0.716067607867576,0.92801869560851,0.800520782298804,0,0.814600595933806,0.919742899811478
"SW480-cells_Bindea",0.211198012729523,0.873897827706338,-1.50161025574269,1.92400628120173,0.809033106315652,0.428747412156236,0.135774310077353,0.919742899811478
"TGFB_Mariathasan",0.113678482558225,0.501875564075187,-0.869979547749865,1.09733651286632,0.820806876600234,0.538328825908033,0.0700640942281192,0.923407736175264
"C-ECM_Chakravarthy",0.192081831867189,1.18977357530261,-2.13983152548337,2.52399518921775,0.871743696453076,0.596073150999408,0.0420975173350534,0.942482686299496
"IPS_Charoentong",-0.0396789900361161,0.225638547021266,-0.481922415721745,0.402564435649512,0.860410215112013,0.351066002951055,0.187234025116055,0.942482686299496
"Macrophages_Bindea",0.0798079585098749,0.515312268909395,-0.930185529344159,1.08980144636391,0.876921437394016,0,0.563613913639285,0.942482686299496
"Mast-cells_Danaher",0.0494038239931173,0.351167080511832,-0.638871006366151,0.737678654352386,0.888119058103127,0,0.485463550122551,0.942482686299496
"Neutrophils_Bindea",-0.0655895401712677,0.465631468617876,-0.978210448730796,0.847031368388261,0.887979369153234,0,0.622933339120986,0.942482686299496
"PTEN-MITF_Cabrita",-0.0471134493918763,0.341033203851683,-0.71552624647348,0.621299347689728,0.890122537060635,0,0.503408248823212,0.942482686299496
"IFN_Ayers",-0.023709519497207,0.195154670729149,-0.406205645541111,0.358786606546697,0.903302210247994,0,0.691928918116539,0.947151832104692
"CAF_Peng",-0.0616794188976551,0.603653141674987,-1.24481783573508,1.12145899793977,0.918616246857991,0.463459717842862,0.113702348612076,0.953947640967914
"TypeII-IFNReponse_Rooney",0.0197655275993024,0.365243412838558,-0.696098407154766,0.735629462353371,0.956842711897169,0.550551434535223,0.0636535226188751,0.984181075094231
"IPRES_Hugo",0.0198318910751313,1.70255440149437,-3.31711341757398,3.35677719972424,0.990706198955085,0.584896835277516,0.0470234352546073,0.990706198955085
"TAM_Peng",0.0134789446901194,0.663781968300911,-1.28750980676677,1.31446769614701,0.983799043482081,0,0.623648012018937,0.990706198955085
"Tcell-exhaustion_Peng",0.00916633471638183,0.66154407630553,-1.28743622902827,1.30576889846104,0.988944889395694,0,0.781613730057484,0.990706198955085
